Username,Tweet ID,Creation Date,Tweet
1future,1288927865866801156,2020-07-30 20:02:05+00:00,b'RT @DoeBoyOfficial: This \xe2\x80\x9cDemons R Us\xe2\x80\x9d album gonna be that ONE for me .. I can feel it \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe'
1future,1288310756438683649,2020-07-29 03:09:54+00:00,b'Thank u thank u thank u for staying down with me...priceless'
1future,1287867989602099200,2020-07-27 21:50:30+00:00,b'@DoeBoyOfficial \xf0\x9f\xa6\x85\xf0\x9f\xa6\x85\xf0\x9f\xa6\x85\xf0\x9f\xa6\x85\xf0\x9f\xa6\x85\xf0\x9f\xa6\x85'
1future,1287867419000631296,2020-07-27 21:48:14+00:00,b'Bout to catch ah jet and ima be late for that \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1future,1287648638521483264,2020-07-27 07:18:53+00:00,b'Buy her a Patek if u love her \xf0\x9f\x98\x98'
1future,1285665796589584385,2020-07-21 19:59:47+00:00,b'Pluto X Baby Pluto https://t.co/67wb72Tf3V'
1future,1285463833176428544,2020-07-21 06:37:15+00:00,b'#NewProfilePic https://t.co/IejgvE5asO'
1future,1285292007808733184,2020-07-20 19:14:28+00:00,b'POSTED WITH DEMONS @Vevo https://t.co/tAS6yaPCAJ'
1future,1284207458014171137,2020-07-17 19:24:52+00:00,b'RT @TIDAL: 5 years ago today Future dropped DS2.\n\nThe project featured:\n\xf0\x9f\x93\x8cThought It Was a Drought\n\xf0\x9f\x93\x8cWhere Ya At\n\xf0\x9f\x93\x8cStick Talk\n\xf0\x9f\x93\x8cReal Sisters\nan\xe2\x80\xa6'
1future,1282728984933851136,2020-07-13 17:29:56+00:00,b'Legends never Die @JuiceWorlddd'
1future,1282721094244368385,2020-07-13 16:58:35+00:00,b'RIDIN STRIKERS VIDEO OUT NOW ON @VEVO https://t.co/UnOQSebV1w'
1future,1282710436153098241,2020-07-13 16:16:14+00:00,b'RIDIN STRIKERS\nhttps://t.co/RNQoKC0Nnk https://t.co/2MpOjufi9f'
1future,1281022998879899653,2020-07-09 00:30:57+00:00,b'https://t.co/jHnUUa5sxV'
1future,1280561956148084737,2020-07-07 17:58:56+00:00,"b""RT @audiomack: #Featured\xf0\x9f\x92\xa1 \n\ncheck out #Freebandz 'Nun Bigger Than The Bird' official playlist featuring @1future, @DoeBoyOfficial, @guaptvr\xe2\x80\xa6"""
1future,1279215988878213122,2020-07-04 00:50:33+00:00,b'RT @DoeBoyOfficial: ALBUM MODE \xf0\x9f\x98\x88 Drop a \xf0\x9f\x94\xa5 if I should drop this NOW .. Who should I put on here ?? \xf0\x9f\xa7\x90 #DemonsRUs SOON \xf0\x9f\xa6\x85 https://t.co/isBNPJK\xe2\x80\xa6'
1future,1279208638943580162,2020-07-04 00:21:20+00:00,b'WOO N PEACE POPSMOKE'
1future,1278064866461450249,2020-06-30 20:36:24+00:00,b'Happy bday KING KOBI. Love you for eternity son'
1future,1277673529094406144,2020-06-29 18:41:22+00:00,b'#RAPLIFE @AppleMusic https://t.co/eFCfBlHFXa'
1future,1275359158443933697,2020-06-23 09:24:53+00:00,b'I\xe2\x80\x99m too infatuated with the truth to fall for a myth. PLUTO'
1future,1271288521664258048,2020-06-12 03:49:37+00:00,b'I\xe2\x80\x99m Jus different and comfortable in my own skin.'
1future,1271284727727579136,2020-06-12 03:34:33+00:00,b'I dnt speak on people Business I dnt kno good or bad...understood'
1future,1271263227398291459,2020-06-12 02:09:06+00:00,b'Never looking back...'
1future,1268400763060908034,2020-06-04 04:34:42+00:00,b'Love all who have Love for all'
1future,1267977281424683009,2020-06-03 00:31:56+00:00,b'https://t.co/46F8LsgLU4'
1future,1267446064530907138,2020-06-01 13:21:04+00:00,b'Prayers Up for #GeorgeFloyd family.'
1future,1266148387113463808,2020-05-28 23:24:34+00:00,b'\xf0\x9f\xa4\x90'
1future,1265841422688587779,2020-05-28 03:04:48+00:00,b'@guaptvrvntino It\xe2\x80\x99s yo day.. I love u forever twin YFBG \xf0\x9f\xa6\x85'
1future,1265431157404925952,2020-05-26 23:54:33+00:00,b'7 number 1 albums and they mentioning me with ELVIS PRESLEY. Grateful and beyond THANKFUL'
1future,1264771171016310784,2020-05-25 04:12:00+00:00,b'Ain in the mood to brag but u get it. #1'
1future,1264718859971391488,2020-05-25 00:44:08+00:00,b'7 number 1 albums that\xe2\x80\x99s real love. Lucky Me'
1future,1264393817936891904,2020-05-24 03:12:32+00:00,b'...that\xe2\x80\x99s the beauty of it'
1future,1264378361649885184,2020-05-24 02:11:07+00:00,b'Posted wit sum Demons'
1future,1264355655034363905,2020-05-24 00:40:53+00:00,b'HERM\xc3\x88S KELLY THE WAVE'
1future,1264355099712778240,2020-05-24 00:38:41+00:00,b'KELLY OR CHANEL?'
1future,1264315387241365504,2020-05-23 22:00:52+00:00,b'Yacht or Jet skis??'
1future,1264087738241835008,2020-05-23 06:56:17+00:00,b'Zone 6 we #1'
1future,1264087272246280193,2020-05-23 06:54:25+00:00,b'NO CAP'
1future,1263725420723216385,2020-05-22 06:56:33+00:00,b'Give respect Get respected'
1future,1263635004946595841,2020-05-22 00:57:17+00:00,b'RT @amazonmusic: .@1future and #YoungboyNeverBrokeAgain linked up for a \xf0\x9f\x94\xa5 new track #Trillionaire \xf0\x9f\x97\xa3 Ask Alexa to play the #SongOfTheDay to\xe2\x80\xa6'
1future,1263531980945317893,2020-05-21 18:07:54+00:00,b'U crying over shoe money when u could\xe2\x80\x99ve jus ask for it. RELAX'
1future,1263531091509510144,2020-05-21 18:04:22+00:00,b'U was really really lucky...RELAX'
